brand,storeId,storeName,avg4w,weeksData,coverageCurrent,coverageResult,diffGoal,devPct,status,losesCoverage,trend,w1,w2,w3,w4
The Breakfast Club - Turbo,900475212,The Breakfast Club Andes - Turbo,2.871292145,4,2400,2400,0.8712921446,0.4356460723,🟡 Atención,No,Empeorando,1.90416675,2.400980412,3.573077,3.606944417
Mr Beast Burger - Turbo,900405272,Mr Beast San Fernando - Turbo,2.809565065,4,2400,2400,0.8095650655,0.4047825327,🟡 Atención,No,Empeorando,2.43958325,2.38333325,2.319047429,4.096296333
Monteverde - Turbo,900463719,Monteverde Cl 109 - Turbo,2.808402278,4,3000,3000,0.8084022784,0.4042011392,🟡 Atención,No,Mejorando,3.756410346,3.782945767,2.010919621,1.683333379
Bottaniko - Turbo,900443507,Bottaniko Chapinero - Turbo,2.791666625,4,2700,2700,0.791666625,0.3958333125,🟡 Atención,No,Estable,4,2.25,4.3333335,0.583333
Desayuno Mi Tierrita - Turbo,900465161,Desayuno Mi Tierrita - 93 - Turbo,2.783333,1,3000,3000,0.783333,0.3916665,🟡 Atención,No,Sin datos suficientes,,,,2.783333
Alba Vegetarian - Turbo,900473540,Alba Vegetarian - Kennedy Calle 26 Sur #72c 258 - Turbo,2.769444333,3,3000,3000,0.7694443333,0.3847221667,🟡 Atención,No,Empeorando,,2.2083335,1.5666665,4.533333
Mr Beast Burger - Turbo,900428938,Mr Beast Andes - Turbo,2.767906787,4,2700,2700,0.7679067867,0.3839533934,🟡 Atención,No,Estable,3.240476286,2.282539667,1.745833417,3.802777778
Sanduches el Jefe - Turbo,900427117,Sandwich El Jefe Bucaramanga - Turbo,2.755605214,4,2700,2700,0.7556052143,0.3778026071,🟡 Atención,No,Mejorando,3.055555333,3.257142857,1.055555667,3.654167
The Breakfast Club - Turbo,900475287,The Breakfast Club Villa Del Prado - Turbo,2.748570552,4,2400,2400,0.7485705523,0.3742852761,🟡 Atención,No,Estable,2.263333333,3.391176353,2.37083325,2.968939273
Alba Vegetarian - Turbo,900475345,Alba Vegetarian Cl 109 - Turbo,2.746354156,4,2700,2700,0.7463541563,0.3731770781,🟡 Atención,No,Mejorando,1.24166675,6.825,1.552083375,1.3666665
